Class,Desc,Type
6,ferrules of metal for handles,specific
6,pipe muffs of metal,specific
6,manganese,specific
6,handling pallets of metal,specific
6,transport pallets of metal,specific
6,steps [ladders] of metal,specific
6,porches [structures] of metal,specific
6,door knockers of metal,specific
6,handcuffs,specific
6,"common metals, unwrought or semi-wrought",specific
6,ores of metal,specific
6,wire cloth / wire gauze,specific
6,pyrophoric metals,specific
6,furniture casters of metal,specific
6,sheet piles of metal / pilings of metal,specific
6,molybdenum,specific
6,monuments of metal,specific
6,vice claws of metal,specific
6,wall claddings of metal for building,specific
6,nickel,specific
6,niobium,specific
6,flashing of metal for building,specific
6,"house numbers of metal, non-luminous",specific
6,shutters of metal,specific
6,palings of metal,specific
6,baskets of metal,specific
6,"signalling panels, non-luminous and non-mechanical, of metal",specific
6,wall linings of metal for building,specific
6,clothes hooks of metal,specific
6,skating rinks [structures] of metal,specific
6,lock bolts,specific
6,posts of metal,specific
6,springs [metal hardware],specific
6,"pulleys of metal, other than for machines",specific
6,tent pegs of metal,specific
6,ceilings of metal,specific
6,floors of metal,specific
6,linings of metal for building,specific
6,turntables [railways],specific
6,roofing tiles of metal,specific
6,"lead, unwrought or semi-wrought",specific
6,diving boards of metal,specific
6,door handles of metal,specific
6,rivets of metal,specific
6,gates of metal,specific
6,door panels of metal,specific
6,door bolts of metal,specific
6,split rings of common metal for keys,specific
6,telegraph posts of metal,specific
6,zinc,specific
6,beams of metal / girders of metal,specific
6,joists of metal,specific
6,"platforms, prefabricated, of metal",specific
6,"ironmongery* / hardware* of metal, small",specific
6,"road signs, non-luminous and non-mechanical, of metal",specific
6,junctions of metal for pipes,specific
6,wire stretchers [tension links],specific
6,packaging containers of metal,specific
6,tanks of metal / reservoirs of metal,specific
6,sills of metal,specific
6,"signs, non-luminous and non-mechanical, of metal",specific
6,"greenhouses of metal, transportable",specific
6,locks of metal for vehicles,specific
6,stops of metal,specific
6,silos of metal,specific
6,bells for animals,specific
6,bells*,specific
6,soldering wire of metal,specific
6,"valves of metal, other than parts of machines",specific
6,statues of common metal,specific
6,railway sleepers of metal / railroad ties of metal,specific
6,tantalum [metal],specific
6,"bolts, flat",specific
6,anvils [portable],specific
6,tension links,specific
6,titanium,specific
6,roofing of metal,specific
6,tombac,specific
6,tombs of metal,specific
6,turnstiles of metal,specific
6,latticework of metal / trellis of metal,specific
6,tungsten,specific
6,pipework of metal,specific
6,vanadium,specific
6,window ventlights of metal,specific
6,ferrules of metal,specific
6,aviaries [structures] of metal,specific
6,zirconium,specific
6,balls of steel,specific
6,steel buildings,specific
6,fittings of metal for compressed air lines,specific
6,"wire of common metal alloys, except fuse wire",specific
6,alloys of common metal,specific
6,aluminium foil*,specific
6,mooring bollards of metal,specific
6,"floating docks of metal, for mooring boats",specific
6,anchors*,specific
6,wainscotting of metal,specific
6,reinforcing materials of metal for pipes,specific
6,reinforcing materials of metal for building,specific
6,reinforcing materials of metal for machine belts,specific
6,works of art of common metal,specific
6,troughs of metal for mixing mortar,specific
6,bird baths [structures] of metal,specific
6,"beacons of metal, non-luminous",specific
6,stretchers for iron bands [tension links],specific
6,bands of metal for tying-up purposes / wrapping or binding bands of metal,specific
6,thread of metal for tying-up purposes,specific
6,barrels of metal,specific
6,barrel hoops of metal,specific
6,casks of metal,specific
6,swimming pools [structures] of metal,specific
6,building materials of metal / construction materials of metal,specific
6,shuttering of metal for concrete,specific
6,bicycle parking installations of metal,specific
6,paving blocks of metal,specific
6,boxes of common metal,specific
6,plugs of metal / bungs of metal,specific
6,sealing caps of metal,specific
6,buckles of common metal [hardware],specific
6,bottle caps of metal,specific
6,bottle closures of metal / bottle fasteners of metal,specific
6,knobs of metal,specific
6,rods of metal for brazing,specific
6,rods of metal for brazing and welding,specific
6,rods of metal for welding,specific
6,straps of metal for handling loads / belts of metal for handling loads,specific
6,slings of metal for handling loads,specific
6,busts of common metal,specific
6,cabanas of metal,specific
6,paint spraying booths of metal / booths of metal for spraying paint,specific
6,"cables of metal, non-electric",specific
6,collars of metal for fastening pipes,specific
6,clips of metal for cables and pipes,specific
6,binding screws of metal for cables,specific
6,window frames of metal,specific
6,greenhouse frames of metal,specific
6,duckboards of metal,specific
6,chimney cowls of metal,specific
6,binding thread of metal for agricultural purposes,specific
6,"door openers of metal, non-electric",specific
6,tiles of metal for building,specific
6,tile floorings of metal,specific
6,burial vaults of metal,specific
6,fittings of metal for coffins,specific
6,loading pallets of metal,specific
6,loading gauge rods of metal for railway wagons,specific
6,hinges of metal,specific
6,framework of metal for building,specific
6,door frames of metal / door casings of metal,specific
6,materials of metal for funicular railway permanent ways,specific
6,chimney pots of metal,specific
6,roof gutters of metal,specific
6,drain traps [valves] of metal,specific
6,partitions of metal,specific
6,casings of metal for oilwells,specific
6,containers of metal for liquid fuel,specific
6,buildings of metal,specific
6,floating containers of metal,specific
6,ropes of metal,specific
6,cornices of metal,specific
6,mouldings of metal for cornices / moldings of metal for cornices,specific
6,angle irons of metal,specific
6,windows of metal,specific
6,ironwork for doors,specific
6,runners of metal for sliding doors,specific
6,manhole covers of metal,specific
6,roof coverings of metal,specific
6,hooks of metal for roofing slates,specific
6,hooks of metal for clothes rails,specific
6,"copper wire, not insulated",specific
6,vats of metal,specific
6,stair treads [steps] of metal,specific
6,gutter pipes of metal,specific
6,"reels of metal, non-mechanical, for flexible hoses",specific
6,towel dispensers of metal,specific
6,water-pipe valves of metal,specific
6,scaffolding of metal,specific
6,ladders of metal,specific
6,mobile boarding stairs of metal for passengers,specific
6,bindings of metal,specific
6,nuts of metal,specific
6,posts of metal for power lines / poles of metal for power lines,specific
6,branching pipes of metal,specific
6,enclosures of metal for tombs,specific
6,fences of metal,specific
6,signboards of metal,specific
6,props of metal,specific
6,tin,specific
6,tinplate,specific
6,tinfoil,specific
6,sheets and plates of metal,specific
6,locks of metal for bags,specific
6,fittings of metal for furniture,specific
6,building panels of metal,specific
6,figurines of common metal / statuettes of common metal,specific
6,stretchers for metal bands [tension links],specific
6,foundry moulds of metal / foundry molds of metal,specific
